node_id,vi_do,kinh_do,so_nhanh,loai_giao_lo,kieu_giao_lo
5097414366,10.7933401,106.6563084,2,Hem/Ngo,Duong thang
5097414367,10.7933813,106.6557438,6,Duong nho,Nga 6
5097414368,10.7931897,106.6562376,2,Hem/Ngo,Duong thang
5097414388,10.7920124,106.6581959,2,Duong nho,Duong thang
5097414398,10.7917311,106.6587818,8,Hem/Ngo,Nga 8
5108956863,10.7959585,106.6583996,2,Hem/Ngo,Duong thang
5108956864,10.7969158,106.6578459,6,Hem/Ngo,Nga 6
5108956867,10.7959572,106.65708,2,Hem/Ngo,Duong thang
5108956874,10.7912085,106.6543731,6,Hem/Ngo,Nga 6
5108956875,10.7912059,106.6553769,2,Hem/Ngo,Duong thang
5108956878,10.791066,106.6543173,6,Hem/Ngo,Nga 6
5108956879,10.7907039,106.6551868,6,Hem/Ngo,Nga 6
5108956883,10.7917634,106.6554563,6,Duong lon,Nga 6
5108956906,10.7882288,106.6621944,6,Duong lon,Nga 6
5108956917,10.7857395,106.660348,2,Duong nho,Duong thang
5108957144,10.7848149,106.6598041,6,Duong nho,Nga 6
5108957149,10.7850014,106.6607796,2,Hem/Ngo,Duong thang
5108957164,10.7904497,106.6637311,2,Duong nho,Duong thang
5108957173,10.7888389,106.663905,6,Hem/Ngo,Nga 6
5112594926,10.8273716,106.6418385,6,Hem/Ngo,Nga 6
5112594927,10.8266958,106.6415186,2,Hem/Ngo,Duong thang
5112594928,10.8271024,106.6408364,6,Duong lon,Nga 6
5112594929,10.8268465,106.64159,6,Hem/Ngo,Nga 6
5112594930,10.8276871,106.6410435,6,Duong lon,Nga 6
5112594931,10.8272551,106.6420789,4,Hem/Ngo,Nga tu
5112594932,10.8277099,106.6416257,6,Hem/Ngo,Nga 6
5112594933,10.8274623,106.640953,6,Duong lon,Nga 6
5112594934,10.8271859,106.6417506,6,Hem/Ngo,Nga 6
5112594935,10.8286692,106.6414124,4,Duong lon,Nga tu
5112594936,10.8282211,106.6424857,3,Duong lon,Nga ba
5112594942,10.8284499,106.6419327,6,Duong nho,Nga 6
5112594943,10.8281922,106.6418208,6,Hem/Ngo,Nga 6
5112594944,10.8279544,106.6417258,6,Hem/Ngo,Nga 6
5112594985,10.8171529,106.6369706,5,Duong lon,Nga 5
5293846851,10.7903055,106.6582503,6,Duong lon,Nga 6
5293846878,10.7883389,106.6590114,6,Duong lon,Nga 6
5293846882,10.7893658,106.6593656,6,Duong nho,Nga 6
5293846883,10.7896123,106.659554,6,Duong lon,Nga 6
5293847326,10.7865157,106.6630291,2,Hem/Ngo,Duong thang
5295492444,10.7835374,106.6597355,2,Hem/Ngo,Duong thang
5295492445,10.7852286,106.6605052,2,Hem/Ngo,Duong thang
5295492447,10.7851579,106.660032,6,Hem/Ngo,Nga 6
5296220733,10.7879014,106.6567315,2,Hem/Ngo,Duong thang
5296220734,10.7880497,106.6564225,6,Duong lon,Nga 6
5296220750,10.7866164,106.6567919,6,Duong nho,Nga 6
5296220751,10.7870725,106.6562454,2,Hem/Ngo,Duong thang
5298119693,10.7850711,106.6585372,6,Duong nho,Nga 6
5298119694,10.7855071,106.6589136,2,Hem/Ngo,Duong thang
5345108229,10.784067,106.6598848,2,Duong nho,Duong thang
5349532653,10.7935654,106.6627318,6,Duong lon,Nga 6
5356329017,10.8072362,106.6351403,2,Duong lon,Duong thang
5356329019,10.8061489,106.6362658,2,Duong lon,Duong thang
5358463327,10.7799149,106.6443303,4,Duong lon,Nga tu
5435389889,10.8136282,106.6652565,2,Duong lon,Duong thang
5435412019,10.8101615,106.6648727,3,Duong lon,Nga ba
5462156836,10.8045521,106.6646465,2,Duong lon,Duong thang
5462219221,10.8017255,106.6496206,4,Duong lon,Nga tu
5462219222,10.8020706,106.6454557,4,Duong lon,Nga tu
5462219224,10.8021636,106.6450801,3,Duong lon,Nga ba
5462237878,10.8139945,106.6332511,5,Duong lon,Nga 5
5467216150,10.7986247,106.6623158,2,Duong nho,Duong thang
5467216157,10.7986313,106.6624249,2,Duong lon,Duong thang
5467431341,10.7925362,106.6532608,2,Duong lon,Duong thang
5502531262,10.7832799,106.646052,2,Hem/Ngo,Duong thang
5502531263,10.78411,106.6463044,6,Duong lon,Nga 6
5502531269,10.7833874,106.645235,2,Hem/Ngo,Duong thang
5502531272,10.7838361,106.6449976,6,Hem/Ngo,Nga 6
5502531273,10.7836883,106.6449427,6,Hem/Ngo,Nga 6
5502531275,10.7834178,106.6452706,6,Hem/Ngo,Nga 6
5552685855,10.7730112,106.6523344,2,Hem/Ngo,Duong thang
5663188334,10.8026752,106.6394816,4,Hem/Ngo,Nga tu
5663188335,10.8038146,106.6393299,2,Hem/Ngo,Duong thang
5717194975,10.8300714,106.637936,6,Duong nho,Nga 6
5717194977,10.8298037,106.6385882,6,Duong nho,Nga 6
5719078413,10.8252315,106.6392262,2,Duong nho,Duong thang
5719078978,10.8264288,106.6322292,2,Hem/Ngo,Duong thang
5719078980,10.8271183,106.6315024,6,Duong lon,Nga 6
5719078981,10.8217863,106.6399461,2,Duong lon,Duong thang
5719078982,10.8218176,106.6398561,2,Duong lon,Duong thang
5719079011,10.8228368,106.6364196,2,Hem/Ngo,Duong thang
5719079012,10.8206889,106.6309676,2,Duong nho,Duong thang
5719079013,10.824872,106.6282714,2,Duong nho,Duong thang
5719079016,10.8233095,106.6299359,2,Duong nho,Duong thang
5719079020,10.8216382,106.6307162,8,Duong nho,Nga 8
5719079029,10.8275807,106.6343006,2,Hem/Ngo,Duong thang
5719079033,10.829588,106.6326503,6,Duong lon,Nga 6
5719227264,10.815302,106.6756819,4,Hem/Ngo,Nga tu
5719638619,10.8086763,106.6546057,3,Duong lon,Nga ba
5719731378,10.8150569,106.6743842,6,Hem/Ngo,Nga 6
5721685975,10.8012894,106.6659545,3,Duong lon,Nga ba
5721685976,10.8077552,106.6645365,4,Duong lon,Nga tu
5721685991,10.7988855,106.6664931,2,Hem/Ngo,Duong thang
5721686008,10.79972,106.6555179,6,Hem/Ngo,Nga 6
5721686009,10.800306,106.656777,6,Hem/Ngo,Nga 6
5721686013,10.8010476,106.6568219,4,Hem/Ngo,Nga tu
5721686015,10.8002588,106.6608786,4,Duong lon,Nga tu
5721686016,10.8000091,106.6606224,6,Duong lon,Nga 6
5721686017,10.7999075,106.6605181,4,Duong lon,Nga tu
5721820507,10.7968253,106.6543835,4,Hem/Ngo,Nga tu
5721820518,10.8017127,106.6450434,4,Duong nho,Nga tu
5725018903,10.8148211,106.6655131,3,Khong xac dinh,Nga ba
5725018956,10.8115858,106.6648781,2,Duong lon,Duong thang
5727023990,10.8059962,106.65302,2,Duong nho,Duong thang
5735306182,10.8114133,106.667735,2,Hem/Ngo,Duong thang
5735306183,10.8112489,106.6669604,6,Duong nho,Nga 6
5737817833,10.8144665,106.6695759,2,Hem/Ngo,Duong thang
5737817841,10.8148962,106.6736653,2,Hem/Ngo,Duong thang
5737817842,10.8147379,106.6732507,4,Hem/Ngo,Nga tu
5737817886,10.8152157,106.6747476,2,Hem/Ngo,Duong thang
5738593650,10.8126754,106.6651836,2,Duong lon,Duong thang
5742545028,10.8269058,106.6372824,6,Duong nho,Nga 6
5742545044,10.8239879,106.6364256,2,Hem/Ngo,Duong thang
5742545045,10.8235843,106.6355514,6,Duong nho,Nga 6
5743315780,10.8241545,106.6361624,2,Hem/Ngo,Duong thang
5743315781,10.8239401,106.636322,6,Hem/Ngo,Nga 6
5755535164,10.8071655,106.6684214,6,Duong lon,Nga 6
5755653971,10.8054762,106.6449396,2,Hem/Ngo,Duong thang
5755653972,10.805347,106.6449328,4,Hem/Ngo,Nga tu
5755653982,10.8081486,106.6495188,2,Hem/Ngo,Duong thang
5755653983,10.8075225,106.6499306,4,Hem/Ngo,Nga tu
5755754591,10.8055617,106.6456577,6,Duong nho,Nga 6
5762747868,10.8003891,106.6654787,4,Duong lon,Nga tu
5762825874,10.8002536,106.6669243,4,Hem/Ngo,Nga tu
5765073618,10.795708,106.6673852,4,Hem/Ngo,Nga tu
5765073639,10.7950045,106.665726,2,Hem/Ngo,Duong thang
5765073641,10.7948134,106.6661576,6,Hem/Ngo,Nga 6
5765073652,10.7947031,106.667741,6,Duong lon,Nga 6
5765073754,10.7952184,106.6681009,6,Hem/Ngo,Nga 6
5765216988,10.7952726,106.6620733,2,Duong nho,Duong thang
5765217008,10.7938475,106.6657434,2,Hem/Ngo,Duong thang
5765288346,10.7954562,106.6556875,2,Duong lon,Duong thang
5765289877,10.7695425,106.6525231,4,Duong lon,Nga tu
5765289881,10.7722202,106.6528451,4,Duong lon,Nga tu
5765289884,10.7730043,106.6529393,6,Duong lon,Nga 6
5765289885,10.7736501,106.6530442,4,Duong lon,Nga tu
5765289886,10.7738429,106.6530687,6,Duong lon,Nga 6
5765289887,10.7743025,106.6531016,6,Duong lon,Nga 6
5765289906,10.775419,106.6531998,6,Duong lon,Nga 6
5765292360,10.7968915,106.6550009,6,Hem/Ngo,Nga 6
5765292374,10.798124,106.6563168,2,Hem/Ngo,Duong thang
5765292377,10.7967938,106.6572197,4,Hem/Ngo,Nga tu
5765292378,10.7933806,106.6591697,3,Duong lon,Nga ba
5765334903,10.7972513,106.654916,2,Hem/Ngo,Duong thang
5765334907,10.7972127,106.6512304,2,Hem/Ngo,Duong thang
5765334908,10.7972167,106.6508039,6,Duong nho,Nga 6
5765334909,10.7941177,106.6510104,2,Duong lon,Duong thang
5765346243,10.7955039,106.6458468,2,Hem/Ngo,Duong thang
5765346244,10.7956596,106.6454221,6,Duong lon,Nga 6
5765384641,10.7714489,106.6527526,4,Duong lon,Nga tu
5765384643,10.7709134,106.652687,4,Duong lon,Nga tu
5765404727,10.7756694,106.6486496,6,Duong lon,Nga 6
5765404728,10.7755041,106.6485397,6,Duong lon,Nga 6
5769329883,10.7888852,106.6428731,6,Duong lon,Nga 6
5769343546,10.7846644,106.6510038,6,Duong lon,Nga 6
5769343550,10.7857302,106.6495161,4,Hem/Ngo,Nga tu
5769343953,10.7865186,106.6484814,4,Duong lon,Nga tu
5769343954,10.7866334,106.6483704,4,Duong lon,Nga tu
5769343963,10.7875109,106.6450799,6,Duong lon,Nga 6
5769406258,10.7896821,106.6521943,4,Duong lon,Nga tu
5769406260,10.7893075,106.6551115,6,Hem/Ngo,Nga 6
5769406263,10.7897798,106.6542032,2,Hem/Ngo,Duong thang
5769406269,10.7854956,106.6510684,6,Duong lon,Nga 6
5769406270,10.7862098,106.6512137,6,Duong lon,Nga 6
5769406272,10.786858,106.6513632,6,Duong lon,Nga 6
5769406275,10.787537,106.6515476,6,Duong lon,Nga 6
5769406277,10.7893822,106.6520888,6,Duong lon,Nga 6
5769406295,10.7903281,106.6540273,2,Hem/Ngo,Duong thang
5769437308,10.7899249,106.6598258,4,Hem/Ngo,Nga tu
5769437326,10.7906439,106.6596333,6,Hem/Ngo,Nga 6
5769467966,10.7892398,106.6615979,6,Hem/Ngo,Nga 6
5772157706,10.7801716,106.6441554,4,Duong lon,Nga tu
5772171259,10.777871,106.6482311,6,Hem/Ngo,Nga 6
5772171261,10.7779259,106.6486151,6,Duong nho,Nga 6
5772171262,10.7781558,106.6476494,2,Hem/Ngo,Duong thang
5772171263,10.7781386,106.6486208,6,Duong nho,Nga 6
5772194284,10.7764307,106.6492268,6,Duong lon,Nga 6
5772194285,10.7765901,106.6493689,4,Duong lon,Nga tu
5772194289,10.7773899,106.6498441,6,Duong lon,Nga 6
5772194290,10.7777426,106.6498541,6,Duong lon,Nga 6
5772194292,10.7795024,106.649889,6,Duong lon,Nga 6
5772194293,10.7790827,106.6498614,6,Duong lon,Nga 6
5772301809,10.7793441,106.6519076,6,Hem/Ngo,Nga 6
5772301812,10.7795291,106.6535003,6,Hem/Ngo,Nga 6
5772301815,10.7805243,106.655272,6,Hem/Ngo,Nga 6
5772301816,10.7803162,106.6544716,6,Hem/Ngo,Nga 6
5772301817,10.778088,106.6555539,4,Hem/Ngo,Nga tu
5772452207,10.7857811,106.6606243,6,Duong nho,Nga 6
5772478027,10.7865341,106.6585884,6,Duong nho,Nga 6
5772478033,10.7856945,106.6579209,8,Duong nho,Nga 8
5772478034,10.7851532,106.6574661,6,Duong nho,Nga 6
5772478036,10.7846261,106.6569667,6,Duong nho,Nga 6
5772478038,10.7846652,106.6548112,6,Duong nho,Nga 6
5772478039,10.7847918,106.6553533,6,Duong nho,Nga 6
5772478040,10.7852199,106.6568031,6,Duong nho,Nga 6
5772508126,10.7822722,106.6502024,8,Hem/Ngo,Nga 8
5772508128,10.78213,106.6501392,6,Duong lon,Nga 6
5772558123,10.780823,106.6589042,2,Duong lon,Duong thang
5772558124,10.778284,106.6565323,2,Duong lon,Duong thang
5778117442,10.78272,106.6489932,2,Hem/Ngo,Duong thang
5778117443,10.7835142,106.6490695,4,Duong lon,Nga tu
5778117446,10.7851162,106.6487423,2,Hem/Ngo,Duong thang
5778117447,10.7850614,106.6483388,6,Duong nho,Nga 6
5778117624,10.7841703,106.649394,2,Hem/Ngo,Duong thang
5778117627,10.7839377,106.64857,6,Duong nho,Nga 6
5778117628,10.7832415,106.6486509,6,Hem/Ngo,Nga 6
5778117632,10.7832136,106.6479885,2,Hem/Ngo,Duong thang
5778117635,10.7829319,106.6479527,2,Hem/Ngo,Duong thang
5778117668,10.7832744,106.6456255,2,Hem/Ngo,Duong thang
5778117669,10.7863099,106.6453772,6,Duong lon,Nga 6
5778117670,10.7862342,106.6450599,6,Duong nho,Nga 6
5778117673,10.785026,106.645695,8,Duong lon,Nga 8
5778136898,10.7834718,106.6434009,2,Hem/Ngo,Duong thang
5778136899,10.7834598,106.6438018,6,Hem/Ngo,Nga 6
5778457501,10.7827872,106.6486864,6,Hem/Ngo,Nga 6
5778457505,10.7827613,106.6478895,2,Hem/Ngo,Duong thang
5893932607,10.8308581,106.6365535,4,Duong nho,Nga tu
5998453338,10.799396,106.6551913,2,Hem/Ngo,Duong thang
5998453339,10.7994012,106.6554816,2,Hem/Ngo,Duong thang
6013212703,10.7930814,106.6660451,2,Hem/Ngo,Duong thang
6013212709,10.7920284,106.6596729,2,Hem/Ngo,Duong thang
6013212710,10.7927349,106.6597149,4,Hem/Ngo,Nga tu
6013212711,10.7920759,106.6595098,2,Hem/Ngo,Duong thang
6025186563,10.7795042,106.6446161,2,Duong lon,Duong thang
6036632831,10.7753962,106.6488341,6,Hem/Ngo,Nga 6
6036632833,10.7751622,106.6486558,2,Hem/Ngo,Duong thang
6049157972,10.7901126,106.6553581,6,Hem/Ngo,Nga 6
6049157973,10.789628,106.6551041,6,Hem/Ngo,Nga 6
6049157974,10.7899621,106.6552883,2,Hem/Ngo,Duong thang
6049157977,10.7898457,106.6548354,6,Hem/Ngo,Nga 6
6049158687,10.7886589,106.6548823,2,Hem/Ngo,Duong thang
6049158688,10.7891556,106.6549166,6,Hem/Ngo,Nga 6
6049158689,10.7893807,106.6547298,2,Hem/Ngo,Duong thang
6049158691,10.7892582,106.6544417,2,Hem/Ngo,Duong thang
6049158692,10.7901223,106.6544939,6,Hem/Ngo,Nga 6
6049158693,10.7897059,106.6542646,6,Hem/Ngo,Nga 6
6049158694,10.7902009,106.6543187,6,Hem/Ngo,Nga 6
6049158695,10.7898352,106.6541411,2,Hem/Ngo,Duong thang
6049158696,10.7902896,106.6541155,6,Hem/Ngo,Nga 6
6049158697,10.7899422,106.6539626,2,Hem/Ngo,Duong thang
6049158733,10.7892172,106.6595818,2,Hem/Ngo,Duong thang
6151468200,10.7919225,106.6618442,3,Duong lon,Nga ba
6180467010,10.7876751,106.6640699,6,Hem/Ngo,Nga 6
6180488760,10.7879639,106.6643961,6,Hem/Ngo,Nga 6
6252958283,10.791916,106.6660377,2,Hem/Ngo,Duong thang
6252958835,10.7956846,106.6653803,6,Hem/Ngo,Nga 6
6252958838,10.7959144,106.6645421,2,Hem/Ngo,Duong thang
6252958884,10.7956498,106.6675665,6,Hem/Ngo,Nga 6
6252958986,10.7958932,106.6675434,2,Hem/Ngo,Duong thang
6252959056,10.7996395,106.6667088,6,Hem/Ngo,Nga 6
6252959057,10.79975,106.6663454,2,Hem/Ngo,Duong thang
6257990162,10.7929445,106.6547026,2,Hem/Ngo,Duong thang
6257994021,10.7965676,106.6546336,4,Hem/Ngo,Nga tu
6257994022,10.7970475,106.65517,2,Hem/Ngo,Duong thang
6257994023,10.7970351,106.6546219,6,Hem/Ngo,Nga 6
6257994026,10.7975235,106.6545744,2,Hem/Ngo,Duong thang
6257994027,10.7971273,106.6547245,6,Hem/Ngo,Nga 6
6257994031,10.7974593,106.6546772,2,Hem/Ngo,Duong thang
6257994039,10.7991329,106.6571047,6,Duong lon,Nga 6
6257994041,10.798664,106.6571686,2,Hem/Ngo,Duong thang
6257994043,10.7987347,106.6573383,2,Hem/Ngo,Duong thang
6257994118,10.8050384,106.6623535,6,Duong nho,Nga 6
6257994121,10.8048294,106.662867,2,Hem/Ngo,Duong thang
